code,org,section,enrollmentCapacity,actualEnrolment,deliveryMode,enrollmentControls
USA200H1,CSUS,F,60,20,ONLSYNC,*
USA300H1,CSUS,S,9,7,CLASS,*
USA300H1,CSUS,S,51,8,ONLSYNC,*
USA310H1,CSUS,S,4,4,CLASS,*
USA310H1,CSUS,S,21,4,ONLSYNC,*
USA311H1,CSUS,F,25,15,ONLSYNC,*
USA312H1,CSUS,F,30,4,ONLSYNC,*
USA312H1,CSUS,S,9,4,CLASS,*
USA312H1,CSUS,S,36,2,ONLSYNC,*
USA313H1,CSUS,F,15,3,ONLASYNC,*
USA402H1,CSUS,S,2,2,CLASS,*
USA402H1,CSUS,S,5,3,ONLSYNC,*
USA403H1,CSUS,F,4,3,CLASS,*
USA403H1,CSUS,F,4,2,ONLSYNC,*
USA403H1,CSUS,S,3,1,CLASS,*
USA403H1,CSUS,S,5,0,ONLSYNC,*
ANA300Y1,ANA,Y,400,398,ONLSYNC,
ANA301H1,ANA,S,500,268,ONLSYNC,
ANA400H1,ANA,S,16,0,CLASS,
ANA400H1,ANA,S,0,0,ONLSYNC,
JHA410H1,HMB,S,28,22,CLASS,3
JHA410H1,HMB,S,139,99,ONLSYNC,3
ANA411H1,ANA,S,20,0,CLASS,
ANA411H1,ANA,S,0,0,ONLSYNC,
ANT100Y1,ANT,Y,50,19,ONLSYNC,*
ANT100Y1,ANT,Y,1030,598,ONLSYNC,1
ANT193H1,ANT,S,12,12,CLASS,1
ANT193H1,ANT,S,13,13,ONLSYNC,1
ANT194H1,ANT,F,25,25,ONLSYNC,1
ANT199H1,ANT,F,10,5,CLASS,1
ANT199H1,ANT,F,15,2,ONLSYNC,1
ANT200Y1,ANT,Y,150,92,ONLSYNC,
ANT203Y1,ANT,Y,150,122,ONLASYNC,
ANT204H1,ANT,S,300,191,ONLSYNC,
ANT205H1,ANT,F,120,120,ONLASYNC,
ANT207H1,ANT,F,180,42,ONLASYNC,*
ANT208H1,ANT,S,350,350,ONLSYNC,
ANT253H1,ANT,F,500,500,ONLASYNC,1
JAR301H1,ANT,S,16,0,CLASS,*
JAR301H1,ANT,S,84,13,ONLSYNC,*
ARH305H1,ANT,F,20,9,CLASS,*
ARH305H1,ANT,F,40,15,ONLSYNC,*
JGA305H1,ES,F,14,10,CLASS,
JGA305H1,ES,F,6,4,ONLSYNC,*
JGA305H1,ES,F,36,7,ONLSYNC,
ARH309H1,ANT,S,16,9,CLASS,*
ARH309H1,ANT,S,44,14,ONLSYNC,*
ARH312Y1,ANT,Y,30,20,ONLSYNC,*
ANT314H1,ANT,F,16,11,CLASS,*
ANT314H1,ANT,F,44,6,ONLSYNC,*
ANT318H1,ANT,F,60,39,ONLSYNC,*
ANT322H1,ANT,F,130,29,ONLSYNC,*
ANT329H1,ANT,F,60,18,ONLSYNC,*
ANT333Y1,ANT,Y,60,18,ONLSYNC,*
ANT334H1,ANT,F,100,42,ONLSYNC,*
ANT335Y1,ANT,F,60,25,ONLASYNC,*
ANT336H1,ANT,S,14,11,CLASS,*
ANT336H1,ANT,S,46,20,ONLSYNC,*
ANT338H1,ANT,F,15,15,CLASS,*
ANT338H1,ANT,F,45,21,ONLSYNC,*
ANT343H1,ANT,F,60,39,ONLSYNC,*
ANT345H1,ANT,F,60,23,ONLSYNC,*
ANT348H1,ANT,F,60,40,ONLSYNC,*
ANT356H1,ANT,F,60,24,ONLASYNC,*
ARH360H1,ANT,S,12,9,CLASS,*
ARH360H1,ANT,S,48,5,ONLSYNC,*
ANT366H1,ANT,Y,60,24,ONLSYNC,*
ANT370H1,ANT,S,10,10,CLASS,*
ANT370H1,ANT,S,50,21,ONLSYNC,*
ANT376H1,ANT,F,60,27,ONLASYNC,*
ANT378H1,ANT,S,16,10,CLASS,*
ANT378H1,ANT,S,44,19,ONLSYNC,*
ANT380H1,ANT,S,12,0,CLASS,*
ANT380H1,ANT,S,18,2,ONLSYNC,*
ANT384H1,ANT,F,60,24,ONLSYNC,*
ANT386H1,ANT,S,10,5,CLASS,*
ANT386H1,ANT,S,50,5,ONLSYNC,*
ANT388H1,ANT,S,24,24,CLASS,*
ANT388H1,ANT,S,36,34,ONLSYNC,*
JAL401H1,LIN,S,3,3,CLASS,*
JAL401H1,LIN,S,14,14,ONLSYNC,*
ANT410H1,ANT,S,6,6,CLASS,*
ANT410H1,ANT,S,14,14,ONLSYNC,*
ANT411H1,ANT,S,6,6,CLASS,*
ANT411H1,ANT,S,19,18,ONLSYNC,*
ANT412H1,ANT,F,20,11,ONLSYNC,*
ANT425H1,ANT,F,10,9,CLASS,*
ANT425H1,ANT,F,14,7,ONLSYNC,*
ANT434H1,ANT,S,12,12,CLASS,*
ANT434H1,ANT,S,8,8,ONLSYNC,*
ANT435H1,ANT,S,3,3,CLASS,*
ANT435H1,ANT,S,17,17,ONLSYNC,*
ANT438H1,ANT,F,20,16,ONLSYNC,*
ANT441H1,ANT,S,7,7,CLASS,*
ANT441H1,ANT,S,13,13,ONLSYNC,*
ANT450H1,ANT,F,20,20,ONLASYNC,*
HAJ453H1,HMB,F,23,20,CLASS,3
HAJ453H1,HMB,F,52,44,ONLSYNC,3
ANT455H1,ANT,S,7,6,CLASS,*
ANT455H1,ANT,S,13,5,ONLSYNC,*
ANT459H1,ANT,S,5,2,CLASS,*
ANT459H1,ANT,S,15,4,ONLSYNC,*
ANT460H1,ANT,S,10,10,CLASS,*
ANT460H1,ANT,S,10,10,ONLSYNC,*
ANT472H1,ANT,S,6,6,CLASS,*
ANT472H1,ANT,S,14,12,ONLSYNC,*
ANT473H1,ANT,F,20,1,ONLSYNC,*
ANT484H1,ANT,S,5,5,CLASS,*
ANT484H1,ANT,S,15,9,ONLSYNC,*
ANT485H1,ANT,F,20,15,ONLSYNC,*
ARH494H1,ANT,S,10,1,CLASS,*
ARH494H1,ANT,S,10,0,ONLSYNC,*
IFP101Y1,NEW,Y,20,5,ONLSYNC,*
FOR200H1,ARCLA,F,250,213,ONLASYNC,
FOR201H1,ARCLA,S,210,100,ONLSYNC,
FOR300H1,ARCLA,S,16,9,CLASS,
FOR300H1,ARCLA,S,39,16,ONLSYNC,
FOR302H1,ARCLA,S,12,12,CLASS,
FOR302H1,ARCLA,S,63,38,ONLSYNC,
FOR303H1,ARCLA,F,75,75,ONLASYNC,
FOR305H1,ARCLA,F,20,20,CLASS,
FOR305H1,ARCLA,F,15,15,ONLSYNC,
FOR310H1,ARCLA,S,1,1,CLASS,*
FOR310H1,ARCLA,S,15,15,CLASS,
FOR310H1,ARCLA,S,30,28,ONLSYNC,
FOR310H1,ARCLA,S,3,3,ONLSYNC,*
FOR400Y1,ARCLA,Y,28,15,CLASS,
FOR400Y1,ARCLA,Y,7,7,ONLSYNC,
FOR401H1,ARCLA,Y,18,1,CLASS,
FOR410H1,ARCLA,S,2,0,CLASS,
FOR410H1,ARCLA,S,8,0,ONLSYNC,
FOR416H1,ARCLA,F,20,14,ONLSYNC,
FOR419H1,ARCLA,S,8,5,CLASS,
FOR419H1,ARCLA,S,12,3,ONLSYNC,
FOR423H1,ARCLA,S,2,1,CLASS,
FOR423H1,ARCLA,S,8,0,ONLSYNC,
FAH102H1,FAR,F,201,160,ONLASYNC,1
FAH102H1,FAR,S,220,139,ONLASYNC,1
FAH194H1,FAR,F,24,24,ONLSYNC,1
FAH196H1,FAR,S,10,10,CLASS,1
FAH196H1,FAR,S,15,15,ONLSYNC,1
FAH198H1,FAR,S,5,5,CLASS,1
FAH198H1,FAR,S,20,4,ONLSYNC,1
FAH205H1,FAR,S,28,11,CLASS,
FAH205H1,FAR,S,160,13,ONLSYNC,
FAH207H1,FAR,F,201,184,ONLASYNC,
FAH215H1,FAR,F,28,19,CLASS,
FAH215H1,FAR,F,62,41,ONLSYNC,
FAH230H1,FAR,S,32,32,CLASS,
FAH230H1,FAR,S,156,125,ONLSYNC,
FAH246H1,FAR,F,201,118,ONLASYNC,
FAH252H1,FAR,S,28,25,CLASS,
FAH252H1,FAR,S,160,64,ONLSYNC,
FAH255H1,FAR,S,26,20,CLASS,
FAH255H1,FAR,S,154,20,ONLSYNC,
FAH262H1,FAR,S,38,25,CLASS,
FAH262H1,FAR,S,150,78,ONLSYNC,
FAH265H1,FAR,S,18,18,CLASS,
FAH265H1,FAR,S,82,29,ONLSYNC,
FAH270H1,FAR,F,201,105,ONLASYNC,
FAH272H1,FAR,S,28,26,CLASS,
FAH272H1,FAR,S,160,51,ONLSYNC,
FAH273H1,FAR,F,188,40,ONLSYNC,
FAH307H1,FAR,S,16,10,CLASS,
FAH307H1,FAR,S,74,15,ONLSYNC,
FAH309H1,FAR,S,16,16,CLASS,
FAH309H1,FAR,S,80,53,ONLSYNC,
FAH313H1,FAR,S,16,16,CLASS,
FAH313H1,FAR,S,74,74,ONLSYNC,
FAH314H1,FAR,F,110,64,ONLSYNC,
FAH319H1,FAR,S,0,0,CLASS,
FAH319H1,FAR,S,70,12,ONLSYNC,
FAH325H1,FAR,S,16,13,CLASS,
FAH325H1,FAR,S,74,14,ONLSYNC,
FAH331H1,FAR,F,25,10,CLASS,
FAH331H1,FAR,F,70,29,ONLSYNC,
FAH337H1,FAR,S,9,7,CLASS,
FAH337H1,FAR,S,86,14,ONLSYNC,
FAH338H1,FAR,F,96,49,ONLSYNC,
FAH347H1,FAR,S,12,1,CLASS,
FAH347H1,FAR,S,58,37,ONLSYNC,
FAH352H1,FAR,S,14,14,CLASS,
FAH352H1,FAR,S,76,57,ONLSYNC,
FAH360H1,FAR,F,23,23,CLASS,
FAH360H1,FAR,F,92,92,ONLSYNC,
FAH371H1,FAR,S,16,13,CLASS,
FAH371H1,FAR,S,74,28,ONLSYNC,
FAH382H1,FAR,F,18,18,CLASS,
FAH382H1,FAR,F,17,17,ONLSYNC,
FAH388H1,FAR,S,18,18,CLASS,
FAH388H1,FAR,S,82,24,ONLSYNC,
FAH407H1,FAR,F,18,10,ONLSYNC,3
FAH421H1,FAR,F,18,3,ONLSYNC,3
FAH423H1,FAR,F,18,11,ONLSYNC,3
FAH424H1,FAR,F,18,6,ONLSYNC,3
FAH430H1,FAR,S,3,1,CLASS,3
FAH430H1,FAR,S,9,5,ONLSYNC,3
FAH436H1,FAR,F,18,18,ONLSYNC,3
FAH438H1,FAR,F,18,18,ONLSYNC,3
FAH446H1,FAR,S,5,4,CLASS,3
FAH446H1,FAR,S,13,4,ONLSYNC,3
FAH463H1,FAR,S,6,6,CLASS,3
FAH463H1,FAR,S,18,14,ONLSYNC,3
FAH470H1,FAR,S,6,3,CLASS,3
FAH470H1,FAR,S,12,4,ONLSYNC,3
FAH483H1,FAR,S,0,0,CLASS,3
FAH483H1,FAR,S,15,15,ONLSYNC,3
FAH485H1,FAR,S,0,0,CLASS,3
FAH485H1,FAR,S,12,2,ONLSYNC,3
FAH486H1,FAR,S,15,0,CLASS,3
FAH486H1,FAR,S,0,0,ONLSYNC,3
FAH489H1,FAR,F,18,5,ONLSYNC,3
FAH489H1,FAR,S,4,0,CLASS,3
FAH489H1,FAR,S,14,2,ONLSYNC,3
FAH490H1,FAR,S,0,0,CLASS,3
FAH490H1,FAR,S,15,3,ONLSYNC,3
AST101H1,AST,F,1650,1565,ONLASYNC,1
AST121H1,AST,S,32,23,CLASS,
AST121H1,AST,S,118,31,ONLSYNC,
AST199H1,AST,F,12,12,CLASS,1
AST199H1,AST,F,12,12,ONLSYNC,1
AST199H1,AST,S,5,5,CLASS,1
AST199H1,AST,S,19,19,ONLSYNC,1
AST201H1,AST,S,1650,1446,ONLASYNC,1
AST221H1,AST,F,28,28,CLASS,*
AST221H1,AST,F,75,75,ONLSYNC,*
AST222H1,AST,S,13,13,CLASS,*
AST222H1,AST,S,71,71,ONLSYNC,*
AST251H1,AST,S,500,377,ONLASYNC,
AST301H1,AST,F,21,17,CLASS,
AST301H1,AST,F,29,29,ONLSYNC,
AST320H1,AST,S,8,8,CLASS,*
AST320H1,AST,S,1,0,CLASS,*
AST320H1,AST,S,4,2,ONLSYNC,*
AST320H1,AST,S,30,30,ONLSYNC,*
AST325H1,AST,F,9,9,CLASS,
AST325H1,AST,F,29,18,ONLSYNC,
AST326Y1,AST,Y,9,9,CLASS,
AST326Y1,AST,Y,31,8,ONLSYNC,
AST424H1,AST,Y,40,4,ONLSYNC,
AST425Y1,AST,Y,40,14,ONLSYNC,
BCH210H1,BCH,F,1400,1286,ONLASYNC,
BCH242Y1,BCH,Y,80,52,ONLASYNC,*
BCH311H1,BCH,S,1500,472,ONLASYNC,
BCH340H1,BCH,S,15,15,CLASS,3
BCH340H1,BCH,S,65,29,ONLSYNC,3
BCH370H1,BCH,F,16,16,CLASS,3
BCH370H1,BCH,F,16,16,CLASS,3
BCH370H1,BCH,F,16,16,CLASS,3
BCH370H1,BCH,S,24,11,CLASS,3
BCH370H1,BCH,S,48,48,ONLSYNC,3
BCH373H1,BCH,F,10,0,CLASS,3
BCH375H1,BCH,S,10,0,CLASS,3
BCH377H1,BCH,F,10,6,CLASS,3
BCH377H1,BCH,F,38,7,ONLASYNC,3
BCH422H1,BCH,F,65,41,ONLASYNC,4
BCH425H1,BCH,F,30,25,ONLSYNC,
BCH426H1,BCH,S,15,11,CLASS,4
BCH426H1,BCH,S,65,11,ONLSYNC,4
BCH428H1,BCH,F,25,25,ONLASYNC,3
BCH440H1,BCH,S,11,4,CLASS,*
BCH440H1,BCH,S,14,1,ONLSYNC,*
BCH441H1,BCH,F,100,64,ONLASYNC,
BCH445H1,BCH,S,12,12,CLASS,
BCH445H1,BCH,S,12,12,ONLSYNC,
BCH448H1,BCH,S,15,13,CLASS,
BCH448H1,BCH,S,30,11,ONLSYNC,
BCH449H1,BCH,S,15,15,CLASS,3
BCH449H1,BCH,S,25,18,ONLSYNC,3
BCH450H1,BCH,S,12,2,CLASS,3
BCH450H1,BCH,S,28,8,ONLSYNC,3
BCH470H1,BCH,F,10,0,CLASS,4
BCH471H1,BCH,S,10,0,CLASS,4
BCH478H1,BCH,F,10,10,CLASS,3
BCH478H1,BCH,F,10,1,ONLASYNC,3
BCH479H1,BCH,S,0,0,CLASS,4
BCH479H1,BCH,S,8,7,ONLSYNC,4
BIO130H1,CSB,S,218,218,CLASS,1
BIO130H1,CSB,S,8,2,CLASS,*
BIO130H1,CSB,S,79,79,CLASS,1
BIO130H1,CSB,S,321,321,ONLSYNC,1
BIO130H1,CSB,S,42,3,ONLSYNC,*
BIO130H1,CSB,S,1106,947,ONLSYNC,1
CSB196H1,CSB,S,10,7,CLASS,1
CSB196H1,CSB,S,15,3,ONLSYNC,1
CSB197H1,CSB,S,11,11,CLASS,1
CSB197H1,CSB,S,14,14,ONLSYNC,1
CSB199H1,CSB,F,25,25,ONLSYNC,1
CSB201H1,CSB,F,96,96,ONLASYNC,
CSB202H1,CSB,S,8,8,CLASS,
CSB202H1,CSB,S,32,31,ONLSYNC,
BIO230H1,CSB,F,1015,981,ONLSYNC,
BIO230H1,CSB,F,350,350,ONLSYNC,
BIO260H1,CSB,S,300,270,ONLSYNC,
BIO270H1,CSB,F,300,215,ONLSYNC,
BIO271H1,CSB,S,26,26,CLASS,
BIO271H1,CSB,S,162,141,ONLSYNC,
CSB325H1,CSB,F,23,21,CLASS,
CSB325H1,CSB,F,97,65,ONLSYNC,
CSB327H1,CSB,F,23,21,CLASS,*
CSB327H1,CSB,F,133,59,ONLSYNC,*
CSB328H1,CSB,F,23,23,CLASS,3
CSB328H1,CSB,F,97,73,ONLSYNC,3
CSB329H1,CSB,S,32,32,CLASS,*
CSB329H1,CSB,S,176,107,ONLSYNC,*
CSB330H1,CSB,S,8,8,CLASS,3
CSB330H1,CSB,S,40,40,ONLSYNC,3
CSB331H1,CSB,S,22,22,CLASS,*
CSB331H1,CSB,S,134,77,ONLSYNC,*
CJH332H1,HMB,S,500,140,ONLASYNC,3
CSB340H1,CSB,F,12,12,CLASS,
CSB340H1,CSB,F,68,29,ONLSYNC,
CSB343H1,CSB,F,24,21,CLASS,
CSB343H1,CSB,F,132,71,ONLSYNC,
CSB346H1,CSB,S,300,173,ONLSYNC,
CSB348H1,CSB,S,12,7,CLASS,*
CSB348H1,CSB,S,0,0,ONLSYNC,*
CSB349H1,CSB,F,360,341,ONLSYNC,
CSB350H1,CSB,S,0,0,CLASS,*
CSB350H1,CSB,S,24,23,ONLSYNC,*
CSB351Y1,CSB,Y,28,22,CLASS,
CSB351Y1,CSB,Y,122,68,ONLSYNC,
CSB352H1,CSB,S,120,100,ONLASYNC,*
CSB353H1,CSB,S,28,26,CLASS,
CSB353H1,CSB,S,122,70,ONLSYNC,
BCB410H1,CSB,F,12,11,CLASS,
BCB410H1,CSB,F,13,13,ONLSYNC,
BCB420H1,CSB,S,13,13,CLASS,
BCB420H1,CSB,S,37,18,ONLSYNC,
CSB426H1,CSB,S,11,4,CLASS,*
CSB426H1,CSB,S,29,11,ONLSYNC,*
CSB427H1,CSB,S,8,8,CLASS,4
CSB427H1,CSB,S,16,16,ONLSYNC,4
CSB428H1,CSB,F,12,12,CLASS,
CSB428H1,CSB,F,12,12,ONLSYNC,
CSB429H1,CSB,S,0,0,CLASS,4
CSB429H1,CSB,S,20,20,ONLSYNC,4
CSB431H1,CSB,S,0,0,CLASS,
CSB431H1,CSB,S,24,24,ONLSYNC,
CSB432H1,CSB,F,10,8,CLASS,*
CSB432H1,CSB,F,30,2,ONLSYNC,*
CSB435H1,CSB,F,15,15,CLASS,*
CSB435H1,CSB,F,3,1,ONLSYNC,*
CSB435H1,CSB,F,6,6,ONLSYNC,*
CSB445H1,CSB,S,8,0,CLASS,
CSB445H1,CSB,S,16,0,ONLSYNC,
CSB447H1,CSB,S,11,5,CLASS,*
CSB447H1,CSB,S,29,12,ONLSYNC,*
CSB452H1,CSB,F,8,8,CLASS,*
CSB452H1,CSB,F,22,22,ONLSYNC,*
CSB454H1,CSB,F,8,8,CLASS,*
CSB454H1,CSB,F,32,32,ONLSYNC,*
CSB458H1,CSB,F,8,8,CLASS,*
CSB458H1,CSB,F,16,16,ONLSYNC,*
CSB459H1,CSB,F,8,8,CLASS,*
CSB459H1,CSB,F,32,15,ONLSYNC,*
CSB460H1,CSB,F,36,23,ONLSYNC,
CSB471H1,CSB,F,6,5,CLASS,*
CSB471H1,CSB,F,8,8,ONLSYNC,*
CSB472H1,CSB,S,9,9,CLASS,*
CSB472H1,CSB,S,31,31,ONLSYNC,*
CSB473H1,CSB,S,8,4,CLASS,*
CSB473H1,CSB,S,22,8,ONLSYNC,*
CSB475H1,CSB,F,8,6,CLASS,
CSB475H1,CSB,F,16,12,ONLSYNC,
CSB483H1,CSB,S,0,0,CLASS,*
CSB483H1,CSB,S,24,24,ONLSYNC,*
CSB490H1,CSB,F,8,8,CLASS,
CSB490H1,CSB,F,16,16,ONLSYNC,
CSB492H1,CSB,S,12,12,CLASS,
CSB492H1,CSB,S,28,28,ONLSYNC,
CSB497H1,CSB,F,0,0,CLASS,
CSB497H1,CSB,F,50,0,ONLSYNC,
CSB497H1,CSB,S,0,0,CLASS,
CSB497H1,CSB,S,50,0,ONLSYNC,
CSB498Y1,CSB,Y,0,0,CLASS,
CSB498Y1,CSB,Y,50,0,ONLSYNC,
CSB499Y1,CSB,Y,0,0,CLASS,
CSB499Y1,CSB,Y,50,0,ONLSYNC,
CHM135H1,CHM,F,300,300,ONLSYNC,1
CHM135H1,CHM,F,300,300,ONLSYNC,1
CHM135H1,CHM,F,300,300,ONLSYNC,1
CHM135H1,CHM,F,300,300,ONLSYNC,1
CHM135H1,CHM,F,300,300,ONLSYNC,1
CHM135H1,CHM,S,48,13,CLASS,1
CHM135H1,CHM,S,192,14,ONLSYNC,1
CHM136H1,CHM,S,300,300,ONLSYNC,1
CHM136H1,CHM,S,300,300,ONLSYNC,1
CHM136H1,CHM,S,300,300,ONLSYNC,1
CHM136H1,CHM,S,300,300,ONLSYNC,1
CHM136H1,CHM,S,300,300,ONLSYNC,1
CHM151Y1,CHM,Y,144,68,ONLSYNC,1
CHM194H1,CHM,S,7,7,CLASS,1
CHM194H1,CHM,S,23,10,ONLSYNC,1
CHM198H1,CHM,S,9,8,CLASS,1
CHM198H1,CHM,S,21,2,ONLSYNC,1
CHM199H1,CHM,S,10,2,CLASS,1
CHM199H1,CHM,S,20,2,ONLSYNC,1
CHM209H1,CHM,S,23,23,CLASS,
CHM209H1,CHM,S,75,75,ONLSYNC,
CHM210H1,CHM,F,18,18,CLASS,*
CHM210H1,CHM,F,72,56,ONLSYNC,*
CHM217H1,CHM,F,23,23,CLASS,*
CHM217H1,CHM,F,67,67,ONLSYNC,*
CHM220H1,CHM,F,360,296,ONLSYNC,
CHM222H1,CHM,F,16,16,CLASS,*
CHM222H1,CHM,F,54,33,ONLSYNC,*
CHM223H1,CHM,S,108,75,ONLSYNC,*
PHC230H1,CHM,S,40,19,ONLSYNC,*
CHM238Y1,CHM,Y,80,68,ONLSYNC,*
CHM247H1,CHM,S,48,48,CLASS,
CHM247H1,CHM,S,48,48,CLASS,
CHM247H1,CHM,S,272,175,ONLSYNC,
CHM247H1,CHM,S,272,232,ONLSYNC,
CHM249H1,CHM,S,16,16,CLASS,*
CHM249H1,CHM,S,56,53,ONLSYNC,*
PHC300H1,CHM,F,40,17,ONLSYNC,*
PHC301H1,CHM,S,40,20,ONLSYNC,*
CHM310H1,CHM,S,16,16,CLASS,
CHM310H1,CHM,S,89,43,ONLSYNC,
CHM317H1,CHM,S,16,16,CLASS,*
CHM317H1,CHM,S,44,41,ONLSYNC,*
PHC320H1,CHM,S,40,15,ONLSYNC,*
CHM325H1,CHM,S,1,1,CLASS,*
CHM325H1,CHM,S,15,15,CLASS,
CHM325H1,CHM,S,42,11,ONLSYNC,
CHM325H1,CHM,S,7,7,ONLSYNC,*
CHM326H1,CHM,F,40,18,ONLSYNC,
CHM327H1,CHM,Y,8,8,CLASS,*
CHM327H1,CHM,Y,19,19,ONLSYNC,*
CHM328H1,CHM,S,8,8,CLASS,
CHM328H1,CHM,S,20,14,ONLSYNC,
PHC330H1,CHM,F,40,11,ONLSYNC,*
PHC331H1,CHM,S,30,8,ONLSYNC,3
CHM338H1,CHM,Y,7,7,CLASS,*
CHM338H1,CHM,Y,33,33,ONLSYNC,*
PHC340Y1,CHM,Y,40,6,CLASS,*
CHM342H1,CHM,F,16,8,CLASS,*
CHM342H1,CHM,F,80,24,ONLSYNC,*
CHM343H1,CHM,S,8,8,CLASS,*
CHM343H1,CHM,S,40,34,ONLSYNC,*
CHM347H1,CHM,F,96,53,ONLSYNC,
CHM348H1,CHM,F,16,16,CLASS,*
CHM348H1,CHM,F,40,23,ONLSYNC,*
CHM379H1,CHM,S,8,3,CLASS,*
CHM379H1,CHM,S,12,9,ONLSYNC,*
CHM410H1,CHM,F,6,6,CLASS,
CHM410H1,CHM,F,22,16,ONLSYNC,
CHM414H1,CHM,F,7,7,CLASS,
CHM414H1,CHM,F,33,9,ONLSYNC,
CHM415H1,CHM,F,6,4,CLASS,
CHM415H1,CHM,F,19,10,ONLSYNC,
CHM416H1,CHM,F,8,3,CLASS,
CHM416H1,CHM,F,22,3,ONLSYNC,
CHM417H1,CHM,S,8,8,CLASS,
CHM417H1,CHM,S,32,14,ONLSYNC,
PHC420H1,CHM,S,40,5,ONLASYNC,4
PHC421H1,CHM,S,10,6,CLASS,4
CHM423H1,CHM,F,14,2,ONLSYNC,
CHM426H1,CHM,F,8,7,CLASS,
CHM426H1,CHM,F,42,21,ONLSYNC,
CHM427H1,CHM,S,8,2,CLASS,
CHM427H1,CHM,S,2,2,ONLSYNC,
CHM432H1,CHM,F,6,2,CLASS,
CHM432H1,CHM,F,18,9,ONLSYNC,
CHM434H1,CHM,F,23,8,ONLSYNC,
PHC435H1,CHM,F,10,10,ONLSYNC,4
CHM437H1,CHM,S,8,7,CLASS,
CHM437H1,CHM,S,32,19,ONLSYNC,
CHM440H1,CHM,F,50,16,ONLSYNC,
CHM441H1,CHM,F,30,8,ONLSYNC,
CHM443H1,CHM,S,7,2,CLASS,
CHM443H1,CHM,S,18,6,ONLSYNC,
CHM446H1,CHM,S,7,5,CLASS,*
CHM446H1,CHM,S,0,0,CLASS,*
CHM446H1,CHM,S,1,0,ONLSYNC,*
CHM446H1,CHM,S,23,4,ONLSYNC,*
CHM447H1,CHM,S,16,7,CLASS,
CHM447H1,CHM,S,29,9,ONLSYNC,
PHC470H1,CHM,F,10,3,ONLSYNC,4
CHM479H1,CHM,S,7,6,CLASS,
CHM479H1,CHM,S,33,10,ONLSYNC,
PHC489Y1,CHM,Y,40,13,ONLASYNC,*
CHM499Y1,CHM,Y,40,0,ONLASYNC,
CIN105Y1,CINE,Y,400,400,ONLASYNC,
CIN196H1,CINE,F,20,8,ONLSYNC,1
CIN201Y1,CINE,Y,32,32,CLASS,
CIN201Y1,CINE,Y,128,128,ONLSYNC,
CIN210H1,CINE,S,200,200,ONLSYNC,
CIN212H1,CINE,F,200,156,ONLASYNC,
CIN213H1,CINE,S,200,148,ONLASYNC,
CIN230H1,CINE,S,9,9,CLASS,*
CIN230H1,CINE,S,41,41,ONLSYNC,*
CIN240H1,CINE,F,200,33,ONLSYNC,
CIN301Y1,CINE,Y,120,89,ONLSYNC,*
CIN320H1,CINE,F,30,28,ONLSYNC,*
CIN320H1,CINE,S,9,6,CLASS,*
CIN320H1,CINE,S,31,5,ONLSYNC,*
CIN322H1,CINE,F,100,96,ONLSYNC,*
CIN336H1,CINE,S,9,9,CLASS,*
CIN336H1,CINE,S,31,18,ONLSYNC,*
CIN340H1,CINE,F,30,30,ONLSYNC,*
CIN349H1,CINE,Y,16,14,CLASS,
CIN349H1,CINE,Y,0,0,ONLSYNC,
CIN353H1,CINE,S,5,5,CLASS,*
CIN353H1,CINE,S,35,25,ONLSYNC,*
CIN360H1,CINE,F,40,19,ONLSYNC,*
CIN360H1,CINE,S,9,9,CLASS,*
CIN360H1,CINE,S,31,31,ONLSYNC,*
CIN374Y1,CINE,Y,40,40,ONLSYNC,*
CIN376Y1,CINE,Y,40,35,ONLSYNC,*
CIN379H1,CINE,S,5,0,CLASS,*
CIN379H1,CINE,S,35,1,ONLSYNC,*
CIN380H1,CINE,F,40,12,ONLSYNC,*
CIN380H1,CINE,S,9,5,CLASS,*
CIN380H1,CINE,S,31,16,ONLSYNC,*
CIN420H1,CINE,F,20,19,CLASS,
CIN420H1,CINE,F,0,0,ONLSYNC,
CIN420H1,CINE,S,2,2,CLASS,
CIN420H1,CINE,S,18,11,ONLSYNC,
CIN431H1,CINE,S,4,3,CLASS,
CIN431H1,CINE,S,16,15,ONLSYNC,
CIN440H1,CINE,S,2,2,CLASS,
CIN440H1,CINE,S,18,16,ONLSYNC,
CIN450H1,CINE,S,4,4,CLASS,
CIN450H1,CINE,S,16,7,ONLSYNC,
CIN460H1,CINE,F,20,9,ONLSYNC,
CIN472H1,CINE,F,20,13,ONLSYNC,
GRK101H1,CLAS,F,10,4,CLASS,
GRK101H1,CLAS,F,10,9,CLASS,
GRK101H1,CLAS,F,30,7,ONLSYNC,
GRK101H1,CLAS,F,30,5,ONLSYNC,
LAT101H1,CLAS,F,11,5,CLASS,
LAT101H1,CLAS,F,11,6,CLASS,
LAT101H1,CLAS,F,11,4,CLASS,
LAT101H1,CLAS,F,26,5,CLASS,
LAT101H1,CLAS,F,26,3,CLASS,
LAT101H1,CLAS,F,11,10,CLASS,
LAT101H1,CLAS,F,24,17,ONLSYNC,
LAT101H1,CLAS,F,24,11,ONLSYNC,
LAT101H1,CLAS,F,24,14,ONLSYNC,
LAT101H1,CLAS,F,24,3,ONLSYNC,
LAT101H1,CLAS,F,9,7,ONLSYNC,
LAT101H1,CLAS,F,9,9,ONLSYNC,
LAT101H1,CLAS,S,11,8,CLASS,
